title,release_year,vote_average,popularity,genres,success
3 Braves,2015,7.5,0.091951,"Family, Animation, Adventure",1
Jaane Tu... Ya Jaane Na,2008,6.7,1.970054,"Drama, Comedy, Romance",1
Bachna Ae Haseeno,2008,6.5,1.921026,"Drama, Comedy, Romance",1
Dostana,2008,6.4,2.532958,"Drama, Comedy, Romance",1
Phoonk,2008,3.5,0.686155,"Foreign, Horror, Thriller",1
Gabbar Singh,2012,5.1,0.795228,"Action, Comedy, Foreign",1
Eega,2012,6.7,8.615159,"Romance, Science Fiction",1
99,2009,5.6,0.328668,"Comedy, Crime",1
Khatta Meetha,2010,5.1,0.494047,"Comedy, Drama",1
"Dear Guest, When Will You Leave?",2010,6.2,0.597058,"Comedy, Foreign",1
Bodyguard,2011,5.2,2.402032,"Drama, Action, Comedy, Romance",0
Thank You,2011,5.7,1.417392,"Drama, Comedy, Romance, Foreign",0
Raja Natwarlal,2014,5.5,1.109545,"Thriller, Drama",0
Heropanti,2014,5.4,2.031919,"Romance, Action",1
Happy Family,2006,6.0,0.170979,"Comedy, Romance",1
The Mermaid,2016,6.2,5.296052,"Comedy, Science Fiction, Fantasy, Romance",1
The Neon Demon,2016,6.4,13.410522,"Thriller, Horror",0
Vinnaithaandi Varuvaayaa,2010,7.7,1.036233,"Drama, Romance",1
Ayan,2009,6.7,1.937874,"Action, Romance, Comedy",1
Bommarillu,2006,5.6,0.654216,"Drama, Foreign, Romance",1
Arundhati,2009,5.6,0.558002,"Horror, Fantasy, Thriller",1
Happy Days,2007,6.6,0.815203,Drama,1
Dil Dhadakne Do,2015,6.7,2.337434,"Drama, Family, Romance",1
Eye in the Sky,2015,7.2,10.564701,"Drama, Thriller, War",1
"Hello, My Name Is Doris",2015,6.5,14.992311,"Comedy, Drama, Romance",1
Roar,1981,5.6,1.307263,"Adventure, Thriller",0
Mr. Right,2016,6.3,7.317816,"Action, Comedy, Romance",0
Miracles from Heaven,2016,6.8,7.528099,Drama,1
Florence Foster Jenkins,2016,6.7,10.829116,"Comedy, Drama",1
My Big Fat Greek Wedding 2,2016,5.6,6.344961,"Romance, Comedy, Family",1
Irudhi Suttru,2016,6.7,0.756243,"Action, Drama",1
I Saw the Light,2016,5.9,4.654312,"Drama, Music",0
Keanu,2016,6.0,7.942084,"Action, Comedy",1
The Lure,2015,6.1,2.159038,"Horror, Music",0
White Girl,2016,5.5,6.021721,Drama,0
Love & Friendship,2016,6.4,12.822085,"Comedy, Drama, Romance",1
Sunshine Superman,2015,7.2,0.984906,Documentary,0
Everybody Wants Some!!,2016,6.3,6.737797,Comedy,0
Sing Street,2016,8.0,10.672862,"Romance, Drama, Music",1
Paterson,2016,7.0,10.300307,"Comedy, Drama, Romance",0
The Huntsman: Winter's War,2016,6.0,17.260203,"Action, Adventure, Drama",1
Neighbors 2: Sorority Rising,2016,5.6,9.914008,Comedy,1
Aadukalam,2011,6.8,0.372987,"Action, Drama, Thriller",1
Visaranai,2016,8.0,0.867549,"Drama, Thriller",1
Things to Come,2016,6.5,5.858112,Drama,0
Fan,2016,6.2,5.127876,"Action, Drama, Thriller",1
Money Monster,2016,6.5,11.953822,Thriller,1
Nine Lives,2016,5.5,10.000208,"Fantasy, Comedy, Family",1
Barbershop: The Next Cut,2016,6.2,8.468401,Comedy,1
The Choice,2016,6.7,8.28378,"Drama, Romance",1
Finding Dory,2016,6.8,14.477677,"Adventure, Animation, Comedy, Family",1
The Boss,2016,5.5,7.533146,Comedy,1
Bastille Day,2016,6.0,12.119295,Action,0
Free State of Jones,2016,6.6,10.223582,"War, Action, Drama, History, Thriller",0
The Angry Birds Movie,2016,5.9,11.171927,"Family, Animation",1
Precious Cargo,2016,5.1,11.548303,"Action, Crime, Thriller",0
Arrambam,2013,6.0,0.882864,"Action, Thriller, Drama",1
Yennai Arindhaal,2015,6.6,0.86433,"Romance, Thriller, Drama, Action",1
Mankatha,2011,5.6,1.145752,"Action, Thriller",1
Indru Netru Naalai,2015,7.4,0.326862,"Science Fiction, Comedy",1
Veeram,2014,5.8,1.915168,"Action, Comedy, Romance",1
Vaali,1999,6.0,0.509127,Romance,0
Villan,2002,6.7,0.45621,"Action, Crime",0
Dheena,2001,5.3,0.349478,"Action, Drama, Romance",0
Citizen,2001,5.9,0.233572,"Drama, Action, Crime, Foreign",0
Amarkalam,1999,6.6,0.493342,,0
Mugavari,2000,7.5,0.284847,"Drama, Romance",0
Aasai,1995,6.0,0.370114,"Action, Romance",0
Kadhal Kottai,1996,7.0,0.071908,Romance,0
Mother's Day,2016,5.8,8.309565,Comedy,1
Snowden,2016,7.0,14.384554,"Drama, Thriller",0
Ratchet & Clank,2016,5.4,9.115939,"Action, Adventure, Animation, Family",0
Term Life,2016,5.7,7.35578,"Thriller, Drama, Crime",0
The Nice Guys,2016,7.0,16.075615,"Action, Comedy, Crime, Thriller",1
A Hologram for the King,2016,5.8,9.104543,"Comedy, Drama",0
Singam,2010,6.9,1.132835,"Action, Comedy, Crime",1
Saamy,2003,5.8,0.43849,"Action, Drama",1
7Aum Arivu,2011,6.6,2.252517,"Action, Science Fiction, Thriller",1
Flight Crew,2016,6.8,5.42046,"Drama, Action",1
The Shallows,2016,6.2,13.689175,"Horror, Drama, Thriller",1
A Little Night Music,2002,7.8,0.164585,Comedy,1
Skinning,2010,5.9,1.018477,"Action, Crime, Drama",0
Kick,2014,6.0,7.366331,"Action, Comedy, Romance",1
Aitraaz,2004,4.9,1.280578,"Thriller, Drama",1
Paws,1997,3.9,1.78367,"Adventure, Family, Fantasy",1
The Handmaiden,2016,8.1,16.727405,"Thriller, Drama, Romance",0
Alice Through the Looking Glass,2016,6.5,14.61608,"Family, Fantasy",1
The BFG,2016,6.0,18.769476,"Adventure, Family, Fantasy",1
Sausage Party,2016,5.6,17.56963,"Adventure, Animation, Comedy, Fantasy",1
Captain Fantastic,2016,7.9,16.519276,"Adventure, Comedy, Drama, Romance",1
Toni Erdmann,2016,7.3,9.117054,"Comedy, Drama",0
The Meddler,2016,6.0,5.510288,"Comedy, Drama",1
Finding Mr. Right,2013,6.3,2.32186,"Comedy, Romance",1
Now You See Me 2,2016,6.7,39.540653,"Action, Adventure, Comedy, Crime, Mystery, Thriller",1
Café Society,2016,6.4,9.2467,"Comedy, Drama, Romance",1
Swiss Army Man,2016,6.8,9.196678,"Comedy, Drama, Romance, Fantasy, Adventure",1
A Violent Prosecutor,2016,7.6,1.398756,"Crime, Comedy",0
Graduation,2016,6.7,2.840429,Drama,0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,5.8,13.047776,"Fantasy, Action, Adventure, Comedy",1
The Darkness,2016,4.5,12.187189,"Horror, Thriller",1
Boris - Il film,2011,6.8,2.906503,Comedy,0
The Conjuring 2,2016,7.0,14.767317,Horror,1
Ghostbusters,2016,5.3,17.162744,"Action, Fantasy, Comedy",1
Central Intelligence,2016,6.2,11.374041,"Action, Comedy",1
Udta Punjab,2016,7.4,4.195845,"Thriller, Crime, Drama",1
Te3n,2016,6.8,1.434237,"Mystery, Thriller, Drama",0
Jason Bourne,2016,5.9,19.133256,"Action, Thriller",1
Raman Raghav 2.0,2016,7.1,1.668794,"Thriller, Crime",1
The Legend of Tarzan,2016,5.5,45.38298,"Action, Adventure",1
The Purge: Election Year,2016,6.1,13.1789,"Action, Horror, Thriller",1
Mike and Dave Need Wedding Dates,2016,5.9,12.237571,Comedy,1
Ice Age: Collision Course,2016,5.6,20.151037,"Adventure, Animation, Family, Comedy",1
Lights Out,2016,6.3,11.494907,"Horror, Thriller",1
Pete's Dragon,2016,6.2,12.189941,"Adventure, Family, Fantasy",1
The Duel,2016,5.5,5.927867,"Western, Drama",0
Nerve,2016,7.1,14.9837,"Mystery, Adventure, Crime",1
Sully,2016,7.0,18.275689,"Drama, History",1
Sultan,2016,7.0,6.070606,"Drama, Action",1
Charlie,2015,7.4,1.188662,"Drama, Romance",1
Kismat Konnection,2008,5.0,1.506777,"Drama, Comedy, Romance, Foreign",1
The Infiltrator,2016,6.6,11.504398,"Crime, Drama, Thriller",0
War Dogs,2016,6.8,16.453573,"Comedy, Crime, Drama",1
To Steal from a Thief,2016,6.1,4.987123,"Crime, Thriller",1
Batman: The Killing Joke,2016,6.2,6.488277,"Action, Animation, Crime, Drama",1
Lights of New York,1928,5.7,0.251353,"Crime, Drama",1
Bad Moms,2016,6.3,9.362056,Comedy,1
Hell or High Water,2016,7.2,12.565896,"Crime, Drama, Thriller, Western",1
Don't Breathe,2016,6.7,25.869883,"Crime, Horror, Thriller",1
47 Meters Down,2017,5.1,52.854103,"Drama, Thriller, Horror, Adventure",1
Hillary's America: The Secret History of the Democratic Party,2016,6.6,1.628629,"History, Documentary",1
The Cherry Orchard,1999,0.0,0.00188,"Drama, Comedy, Foreign",1
Robinson Crusoe,2016,5.8,8.969705,"Adventure, Animation, Comedy, Family",0
The Edge of Seventeen,2016,7.3,9.51953,"Comedy, Drama",1
Anthropoid,2016,6.9,8.475983,"History, Thriller, War",0
Elle,2016,6.6,8.226065,"Drama, Thriller",0
Grandmaster,2012,6.1,0.485424,"Mystery, Thriller",1
Train to Busan,2016,7.7,22.685169,"Action, Horror, Thriller",0
Friend Request,2016,5.3,14.282584,"Horror, Thriller",0
Mechanic: Resurrection,2016,5.3,14.288577,"Action, Crime, Thriller",1
The Magnificent Seven,2016,5.9,13.809622,"Adventure, Action, Western",1
Starchaser: The Legend of Orin,1985,6.8,0.732814,"Adventure, Animation, Family, Science Fiction",0
Skiptrace,2016,5.5,10.912208,"Action, Comedy",1
Moonlight,2016,7.3,14.171675,Drama,1
Big Fish & Begonia,2016,6.3,2.238595,"Romance, Animation, Adventure, Fantasy",1
A Conspiracy of Faith,2016,6.8,6.859858,"Crime, Drama, Mystery, Thriller",1
Masterminds,2016,5.6,9.434588,"Action, Comedy, Crime",1
Pelli Choopulu,2016,7.8,0.902294,"Romance, Comedy",1
Kubo and the Two Strings,2016,7.7,12.321832,"Animation, Adventure, Family",1
Bridget Jones's Baby,2016,6.3,10.754139,Comedy,1
The Light Between Oceans,2016,6.9,8.483245,Drama,1
Morgan,2016,5.7,12.521071,"Horror, Science Fiction, Thriller",1
Queen of Katwe,2016,7.1,6.164561,Drama,0
Deepwater Horizon,2016,6.5,13.1984,"Drama, Action",1
Miss Peregrine's Home for Peculiar Children,2016,6.5,36.262655,"Drama, Fantasy, Adventure",1
The Girl on the Train,2016,6.2,10.217291,"Crime, Drama, Mystery, Romance, Thriller",1
Middle School: The Worst Years of My Life,2016,6.9,10.222143,"Family, Comedy",1
The Accountant,2016,6.9,13.465656,"Crime, Thriller, Drama",1
God's Not Dead 2,2016,5.6,5.957998,Drama,1
Kabali,2016,5.9,2.017961,"Action, Crime, Drama",1
Mohenjo Daro,2016,6.7,1.423358,"Adventure, Drama, History, Romance",1
A Quiet Passion,2016,7.5,3.55933,Drama,0
Local Color,2006,6.1,1.393391,Drama,0
I'm Staying,2007,5.8,0.594488,"Comedy, Drama, Fantasy",0
Shin Godzilla,2016,6.6,9.285519,"Action, Adventure, Drama, Horror, Science Fiction",1
Wabash Avenue,1950,7.0,0.109913,Music,0
Aquarius,2016,7.5,4.860265,Drama,0
The Work and the Glory,2004,6.1,0.52757,"Drama, Romance",0
The Work and the Glory II: American Zion,2005,8.0,0.797014,Drama,0
The Work and the Glory III: A House Divided,2006,7.5,0.752508,Drama,0
"The Book of Mormon Movie, Volume 1: The Journey",2003,5.0,0.079856,,0
Hacksaw Ridge,2016,7.8,21.037699,"Drama, History, War",1
Billy Lynn's Long Halftime Walk,2016,5.9,8.009568,"Drama, War",0
Blair Witch,2016,4.9,11.901343,"Thriller, Horror",1
The Hollars,2016,6.4,5.723985,"Comedy, Drama",0
Loving,2016,6.5,7.977391,"Drama, Romance",0
31,2016,4.9,6.636625,"Horror, Thriller",0
From the Land of the Moon,2016,6.7,6.165491,"Drama, Romance",0
A Monster Calls,2016,6.8,24.483893,"Drama, Fantasy",1
Arrival,2016,7.2,30.83786,"Thriller, Drama, Science Fiction, Mystery",1
Storks,2016,6.7,12.687521,"Adventure, Animation, Comedy, Family",1
Railroad Tigers,2016,6.2,3.798504,"Action, Comedy, War",1
My Life as a Zucchini,2016,7.7,7.321152,"Animation, Drama, Family",0
Musudan,2016,5.5,0.460016,"Mystery, Thriller",0
The Duelist,2016,6.0,2.981184,"Action, Drama",0
La La Land,2016,7.9,19.681686,"Comedy, Drama, Music, Romance",1
Allied,2016,6.6,13.085186,"Action, Drama, War, Romance, Thriller",1
Inferno,2016,5.7,18.311054,Thriller,1
Keeping Up with the Joneses,2016,5.9,9.48515,"Action, Comedy",0
Ouija: Origin of Evil,2016,5.8,10.182974,"Horror, Thriller",1
Trolls,2016,6.7,16.83711,"Adventure, Animation, Family",1
Max Steel,2016,5.1,6.703892,"Action, Adventure, Science Fiction",0
Denial,2016,6.5,10.754997,"Drama, History",0
Jack Reacher: Never Go Back,2016,5.3,15.60562,Action,1
Manchester by the Sea,2016,7.5,12.821257,Drama,1
Lion,2016,8.0,17.085145,Drama,1
Bad Santa 2,2016,5.0,7.459161,"Comedy, Crime, Drama",0
Almost Christmas,2016,5.4,7.288877,"Comedy, Drama",1
Smoke & Mirrors,2016,6.7,3.138159,"History, Thriller",0
Collateral Beauty,2016,6.9,14.575883,"Drama, Romance",1
Alesha Popovich and Tugarin the Dragon,2004,6.1,1.760091,"Animation, Comedy, Drama",0
Nikitich and The Dragon,2006,6.4,1.833185,"Adventure, Animation, Comedy, Drama, Fantasy",0
Max & Leon,2016,6.7,5.662109,"War, Comedy",0
A United Kingdom,2016,6.5,6.249112,"Drama, History",0
Shut In,2016,4.8,6.944457,"Drama, Thriller",1
Jimmy Vestvood: Amerikan Hero,2016,5.4,1.216497,Comedy,0
Moana,2016,7.3,9.143457,"Adventure, Animation, Family",1
Jackie,2016,6.5,8.362716,Drama,1
Office Christmas Party,2016,5.4,8.228918,Comedy,1
The Tiger: An Old Hunter's Tale,2015,7.5,3.447894,"Action, Adventure, History, Thriller",1
Logan,2010,5.3,0.588872,"Comedy, Drama, Family",0
The Space Between Us,2017,7.2,11.824404,"Romance, Adventure, Science Fiction, Drama",0
Rogue One: A Star Wars Story,2016,7.4,36.567575,"Action, Adventure, Science Fiction",1
Live by Night,2016,6.2,19.94393,"Crime, Drama",0
Split,2016,7.0,28.920839,"Horror, Thriller",1
Underworld: Blood Wars,2016,5.2,20.02976,"Action, Fantasy, Horror",1
Miss Sloane,2016,7.2,14.017754,"Drama, Thriller",0
Rules Don't Apply,2016,5.9,8.167673,"Comedy, Drama, Romance",0
Voracious,2012,8.0,0.079287,"Comedy, Drama",1
Aanandam,2016,6.4,0.354748,"Adventure, Comedy, Romance",1
Action Hero Biju,2016,7.7,0.350207,"Action, Comedy, Crime",1
Passengers,2016,6.7,20.303632,"Adventure, Drama, Romance, Science Fiction",1
Hidden Figures,2016,7.8,16.816834,Drama,1
Fences,2016,6.7,11.599716,Drama,1
Bleed for This,2016,6.7,7.873407,Drama,1
Tri bogatyrya i Shamakhanskaya tsaritsa,2010,5.6,1.412333,"Animation, Family, Comedy, Adventure",1
20th Century Women,2016,7.3,9.855927,Drama,0
The Great Wall,2016,5.8,15.884744,"Action, Adventure, Fantasy",1
The Founder,2016,7.0,17.523343,"Drama, History",0
Why Him?,2016,6.3,14.531429,Comedy,1
Sing,2016,6.8,20.045673,"Animation, Comedy, Drama, Family, Music",1
Dear Zindagi,2016,6.9,3.699552,"Drama, Romance",0
Assassin's Creed,2016,5.4,27.54107,"Action, Adventure, Science Fiction",1
A Dog's Purpose,2017,6.6,9.863789,"Comedy, Drama, Family, Fantasy",1
Dangal,2016,8.0,8.792104,Drama,1
The Guillotines,2012,5.4,2.080781,"Action, History, Adventure, Drama",0
Collide,2016,5.5,31.314013,"Thriller, Action",0
Patriots Day,2016,6.8,14.547939,"Crime, Drama, Thriller",1
Gold,2016,6.6,16.01076,"Thriller, Adventure, Drama",0
Ballerina,2016,7.1,16.53732,"Animation, Family, Adventure, Comedy",0
Monster Trucks,2016,6.0,14.801195,"Action, Comedy, Science Fiction",0
Sleepless,2017,5.8,12.240817,"Action, Crime, Thriller",1
A Cure for Wellness,2017,6.0,13.28436,"Mystery, Thriller, Horror, Science Fiction",0
He's a Dragon,2015,6.6,5.978316,"Adventure, Fantasy, Romance",0
A Street Cat Named Bob,2016,7.5,9.609879,"Drama, Family, Comedy",0
xXx: Return of Xander Cage,2017,5.5,17.918269,"Action, Adventure, Crime",1
The Bye Bye Man,2017,5.1,19.225832,"Horror, Thriller",1
The Lego Batman Movie,2017,7.2,17.070748,"Action, Animation, Comedy, Family, Fantasy",1
When the Bough Breaks,2016,5.3,17.046052,"Mystery, Drama, Horror",1
Kung Fu Yoga,2017,5.9,17.630487,"Mystery, Action, Adventure, Comedy",1
I'm Not Ashamed,2016,7.0,2.254096,Drama,1
The King's Choice,2016,6.6,1.176258,"War, Action, Drama",1
Rings,2017,4.8,24.535733,Horror,1
Vipers Nest,2011,5.2,1.426776,Drama,1
Raw,2016,7.0,14.320893,"Drama, Horror",1
John Wick: Chapter 2,2017,6.7,49.247505,"Thriller, Action, Crime",1
Get Out,2017,7.2,36.894806,"Mystery, Thriller, Horror",1
Logan,2017,7.6,54.581997,"Action, Drama, Science Fiction",1
Kong: Skull Island,2017,6.2,29.429112,"Action, Adventure, Fantasy",1
T2 Trainspotting,2017,7.1,17.645877,"Crime, Drama",1
Before I Fall,2017,6.8,38.995136,"Mystery, Drama, Thriller",1
King Arthur: Legend of the Sword,2017,6.5,44.251369,"Action, Drama, Fantasy",0
Incarnate,2016,5.1,15.909181,"Horror, Thriller",1
Beauty and the Beast,2017,6.8,287.253654,"Family, Fantasy, Romance",1
The Boss Baby,2017,6.1,13.392824,"Animation, Comedy, Family",1
Resident Evil: The Final Chapter,2016,5.9,0.75571,"Action, Horror, Science Fiction",1
A Ghost Story,2017,6.8,24.339781,"Drama, Fantasy, Romance",1
Ghost in the Shell,2017,5.9,68.726676,"Action, Science Fiction, Thriller",1
Fifty Shades Darker,2017,6.0,29.130443,"Drama, Romance",1
Black Snow,2017,6.0,10.067238,"Mystery, Drama, Crime, Thriller",0
Song to Song,2017,5.4,12.928712,"Drama, Music, Romance",0
Queen of Spades: The Dark Rite,2015,5.3,1.896218,"Thriller, Horror, Mystery",1
Ayurveda: Art of Being,2001,5.5,0.113042,Documentary,1
Their Finest,2017,7.1,17.958512,"Romance, War, Comedy, Drama",0
The Ottoman Lieutenant,2017,6.5,13.256679,"Romance, Drama, War",0
Personal Shopper,2016,5.8,11.186981,"Drama, Mystery, Thriller",0
The Shack,2017,6.9,16.392712,"Drama, Fantasy",1
Life,2017,6.3,36.263803,"Horror, Science Fiction, Thriller",1
The Lost City of Z,2016,6.1,21.791111,"Action, Adventure, Drama, History",0
Power Rangers,2017,6.3,23.247298,"Action, Adventure, Science Fiction",1
Alien: Covenant,2017,5.7,72.884078,"Horror, Science Fiction, Thriller",1
Free Fire,2017,6.3,10.403003,"Action, Comedy, Crime, Thriller",0
CHiPS,2017,6.2,12.238061,"Action, Comedy, Crime",1
Table 19,2017,6.2,8.645067,"Comedy, Drama",0
Going in Style,2017,6.6,15.157255,"Crime, Comedy, Drama",1
O Kadhal Kanmani,2015,5.8,0.739665,"Drama, Family, Romance",1
Bitter Harvest,2017,6.7,3.573865,"War, Drama, History, Romance",0
The Amazing Truth About Queen Raquela,2008,5.0,0.038876,"Documentary, Drama",0
RRRrrrr!!!,2004,6.2,9.482248,Comedy,0
Shadowboxing,2005,5.0,0.768181,Action,1
Smurfs: The Lost Village,2017,6.2,16.972835,"Adventure, Animation, Comedy, Family",1
The Zookeeper's Wife,2017,7.1,13.655178,"Drama, History",0
Gifted,2017,7.7,16.025911,Drama,1
24,2016,7.1,1.264714,"Action, Science Fiction, Thriller",1
Aftermath,2017,5.8,10.150041,"Drama, Thriller",0
Diary of a Wimpy Kid: The Long Haul,2017,6.1,28.176992,"Comedy, Family",1
The Spacewalker,2017,7.4,10.181,"Adventure, Drama, History",1
Baywatch,2017,6.1,35.637691,"Action, Comedy",1
Unforgettable,2017,5.7,10.159713,"Drama, Thriller",1
Snatched,2017,5.2,11.214779,"Action, Comedy",1
The Mummy,2017,5.4,33.704935,"Thriller, Action, Adventure",1
The Fate of the Furious,2017,6.8,48.573287,"Action, Crime, Thriller",1
Captain Underpants: The First Epic Movie,2017,6.5,88.561239,"Action, Animation, Comedy, Family",1
Cars 3,2017,6.6,19.148182,"Family, Comedy, Animation, Adventure",1
The Book of Henry,2017,7.6,24.553725,"Thriller, Drama, Crime",0
Phoenix Forgotten,2017,5.7,12.560942,"Horror, Mystery, Science Fiction",1
Lowriders,2017,7.0,4.612622,Drama,1
Heavy Traffic,1973,6.6,0.820911,"Animation, Comedy, Drama",1
Bizim Aile,1975,7.5,0.96053,"Comedy, Family, Drama",1
Tosun Pasha,1976,8.6,0.91597,Comedy,1
"Have Fun, Vasya!",2017,7.2,1.681316,Comedy,1
Horoscope for Good Luck,2015,5.0,0.502326,"Comedy, Romance",0
"Kidnapping, Caucasian Style",2014,1.7,0.524653,"Romance, Comedy, Adventure",0
Nasha Russia: Yaytsa sudby,2010,4.6,0.995285,,1
The Best Movie 3-DE,2011,3.0,0.877477,Comedy,1
The New Year's Rate Plan,2008,5.6,0.314167,"Romance, Comedy",1
Baahubali 2: The Conclusion,2017,6.7,9.042261,"Action, Adventure, History, War",1
The Star,2002,5.0,0.321524,"War, Drama",0
The Irony of Fate. The Sequel,2007,4.7,1.792402,"Comedy, Drama, Romance",1
Kabhi Alvida Naa Kehna,2006,6.1,2.37252,"Drama, Romance",1
The Beguiled,2017,5.8,36.26051,"Drama, Western",1
Baby Driver,2017,7.2,228.032744,"Action, Crime",1
Desmundo,2002,9.0,0.26507,"Drama, Romance",0
Rough Night,2017,5.6,24.317924,"Drama, Comedy",1
In the Forests of Siberia,2016,7.3,1.333969,"Drama, Adventure",0
The Dawns Here Are Quiet,2015,6.5,4.445867,"Drama, War",1
Waltzing Anna,2006,7.0,0.333017,"Drama, Comedy",0
Cowboys & Angels,2003,5.9,1.188935,"Comedy, Drama, Foreign",0
Boj S Tenyu 2: Revansh,2007,5.6,0.471086,Action,1
Easy on the Eyes,2014,3.9,0.334881,"Comedy, Science Fiction",1
Lucky Island,2013,4.5,0.536756,"Comedy, Adventure",1
Hooked on the Game 2. The Next Level,2010,5.1,0.884241,"Action, Science Fiction",0
Lovey-Dovey 2,2008,3.9,1.16103,"Comedy, Fantasy",1
The Interceptor,2009,4.4,1.08213,"Thriller, Science Fiction, Action",0
Hooked on the Game,2009,6.0,1.900502,"Action, Science Fiction",1
High Security Vacation,2009,6.4,0.824156,"Comedy, Action",1
Despicable Me 3,2017,6.2,36.631519,"Action, Animation, Adventure, Family, Comedy",1
Rock Dog,2016,5.8,6.55207,"Adventure, Animation, Comedy, Family, Music",0
Antikiller D.K,2009,4.6,0.928271,"Mystery, Action",0
The Spy,2012,4.6,1.822246,"Action, Thriller",0
Mechenosets,2006,5.6,0.414793,"Action, Romance, Thriller, Science Fiction",0
Paris Can Wait,2016,6.4,8.966129,"Drama, Romance",1
Hitler's Kaput!,2008,3.6,0.878255,Comedy,1
Glukhar v kino,2010,5.9,0.209434,,0
That still Karloson!,2012,3.5,0.712585,"Comedy, Fantasy, Family",1
I Was a Teenage Werewolf,1957,5.2,0.75684,"Drama, Fantasy, Horror, Science Fiction",1
War for the Planet of the Apes,2017,6.7,146.161786,"Drama, Science Fiction, War",1
Kidnap,2017,6.0,20.214579,"Drama, Thriller",1
Valerian and the City of a Thousand Planets,2017,6.7,15.262706,"Adventure, Science Fiction, Action",0
Black Rose,2014,2.0,2.482771,"Drama, Crime, Action",0
Mudhalvan,1999,6.3,0.236466,"Foreign, Thriller",1
Nirvana,2008,4.7,0.679141,"Drama, Romance",0
The Battalion,2015,5.9,1.557671,"War, Action, Drama, History",0
Fanaa,2006,6.7,3.003526,"Action, Drama, Romance, Thriller",1
Atomic Blonde,2017,6.1,14.455104,"Action, Thriller",1
Dunkirk,2017,7.5,30.938854,"Action, Drama, History, Thriller, War",1
Gymkata,1985,4.7,1.542843,"Action, Drama",0
Confidential Assignment,2017,6.2,1.75859,"Action, Drama, Comedy",1
Pokémon: Spell of the Unknown,2000,6.0,6.480376,"Adventure, Fantasy, Animation, Action, Family",1
Transformers: The Last Knight,2017,6.2,39.186819,"Action, Science Fiction, Thriller, Adventure",1
"Mommies, Happy New Year!",2012,5.3,1.456046,"Comedy, Drama",1
Pregnant,2011,3.1,0.397106,Comedy,1
On the Hook!,2011,4.7,0.445269,"Comedy, Romance",0
FC Venus,2005,5.6,0.947509,"Comedy, Romance",1
The Dark Tower,2017,5.7,50.903593,"Action, Western, Science Fiction, Fantasy, Horror",1
