title,release_year,budget,revenue,runtime,vote_average,vote_count,popularity,genres,success
Human Capital,2014,6000000.0,5809330.0,111.0,7.4,201.0,7.217205,Drama,0
The Equalizer,2014,55000000.0,192330738.0,132.0,7.1,2997.0,17.618057,"Thriller, Action, Crime",1
How to Train Your Dragon 2,2014,145000000.0,609123048.0,102.0,7.6,3163.0,12.256689,"Fantasy, Action, Adventure, Animation, Comedy, Family",1
Birdman,2014,18000000.0,103215094.0,119.0,7.4,4657.0,18.193263,"Drama, Comedy",1
17 Girls,2011,4141459.0,201607.0,87.0,5.6,103.0,5.109329,Drama,0
Boyhood,2014,4000000.0,44349000.0,164.0,7.5,2008.0,6.430591,Drama,1
Think Like a Man Too,2014,24000000.0,70181428.0,105.0,6.3,229.0,7.576924,"Comedy, Romance",1
Jersey Boys,2014,40000000.0,67347013.0,134.0,6.8,257.0,6.447072,"Music, Drama",1
Transformers: Age of Extinction,2014,210000000.0,1091405097.0,165.0,5.8,3136.0,18.495599,"Science Fiction, Action, Adventure",1
Planes: Fire & Rescue,2014,50000000.0,151165787.0,83.0,5.8,286.0,7.579855,"Animation, Comedy, Adventure, Family",1
Mrs. Brown's Boys D'Movie,2014,5900000.0,23000000.0,94.0,4.7,34.0,1.840891,Comedy,1
Tammy,2014,20000000.0,100525432.0,97.0,5.0,508.0,7.359522,Comedy,1
The Babadook,2014,2000000.0,6676471.0,93.0,6.5,1890.0,8.832788,"Drama, Thriller, Horror",1
White God,2014,2200000.0,282358.0,121.0,6.6,105.0,6.313465,Drama,0
Whiplash,2014,3300000.0,13092000.0,105.0,8.3,4376.0,64.29999,Drama,1
Gone Girl,2014,61000000.0,369330363.0,145.0,7.9,6023.0,154.801009,"Mystery, Thriller, Drama",1
Dawn of the Planet of the Apes,2014,170000000.0,710644566.0,130.0,7.3,4511.0,75.385211,"Science Fiction, Action, Drama, Thriller",1
No One Lives,2013,2900000.0,74918.0,86.0,5.5,173.0,7.202832,"Horror, Thriller",0
And So It Goes,2014,18000000.0,25312387.0,94.0,5.7,166.0,7.69684,"Comedy, Drama, Romance",1
Sex Tape,2014,40000000.0,126069509.0,97.0,5.2,1733.0,27.470696,Comedy,1
The Purge: Anarchy,2014,9000000.0,108782847.0,104.0,6.6,2008.0,27.756026,"Horror, Thriller",1
Guardians of the Galaxy,2014,170000000.0,773328629.0,121.0,7.9,10014.0,53.291601,"Action, Science Fiction, Adventure",1
The Signal,2014,4000000.0,600896.0,95.0,5.8,639.0,8.536786,"Thriller, Science Fiction",0
The Expendables 3,2014,90000000.0,206172544.0,127.0,6.1,1830.0,14.753545,"Action, Adventure, Thriller",1
Hercules,2014,100000000.0,243400000.0,99.0,5.6,1707.0,19.606895,"Action, Adventure",1
A Most Wanted Man,2014,15000000.0,31554855.0,121.0,6.5,545.0,10.432407,Thriller,1
Wish I Was Here,2014,5500000.0,5483299.0,120.0,6.4,304.0,6.149295,"Drama, Comedy",0
Earth to Echo,2014,13000000.0,45300000.0,89.0,5.7,294.0,12.412221,"Family, Adventure, Science Fiction",1
Step Up All In,2014,45000000.0,86165646.0,112.0,6.7,649.0,8.588926,"Romance, Drama, Music",1
Life After Beth,2014,2400000.0,88273.0,90.0,5.0,235.0,5.486893,"Romance, Comedy, Horror",0
The Rover,2014,12250000.0,2295423.0,103.0,6.1,295.0,6.561373,"Crime, Drama",0
Magic in the Moonlight,2014,16800000.0,51029361.0,97.0,6.5,749.0,6.626077,"Comedy, Drama, Romance",1
The Hundred-Foot Journey,2014,22000000.0,88880821.0,122.0,7.3,516.0,14.466789,Drama,1
Jupiter Ascending,2015,176000003.0,183987723.0,124.0,5.2,2816.0,21.463465,"Science Fiction, Fantasy, Action, Adventure",1
Teenage Mutant Ninja Turtles,2014,125000000.0,477200000.0,101.0,5.8,2677.0,22.337973,"Science Fiction, Action, Adventure, Fantasy, Comedy",1
The Giver,2014,25000000.0,66980456.0,94.0,6.4,1859.0,12.472206,"Drama, Science Fiction",1
Let's Be Cops,2014,17000000.0,136621271.0,104.0,6.4,1234.0,15.962793,Comedy,1
The Sacrament,2013,4000000.0,9221.0,99.0,5.6,139.0,5.350658,"Horror, Mystery, Thriller",0
Make Your Move,2013,15.0,122.0,110.0,6.2,30.0,6.792607,Music,1
Sin City: A Dame to Kill For,2014,65000000.0,39407616.0,102.0,6.3,1314.0,20.623642,"Crime, Thriller",0
If I Stay,2014,11000000.0,78874843.0,106.0,7.3,1415.0,9.659244,Drama,1
"Two Days, One Night",2014,7000000.0,6860853.0,95.0,6.8,327.0,6.868022,Drama,0
The Pyramid,2014,6500000.0,13865435.0,89.0,4.6,365.0,9.312354,Horror,1
Life of Crime,2013,12000000.0,265452.0,94.0,5.5,144.0,17.788579,"Comedy, Crime",0
"As Above, So Below",2014,5000000.0,40100000.0,93.0,6.1,788.0,10.846585,"Horror, Thriller",1
The Guest,2014,5000000.0,2367161.0,99.0,6.5,661.0,6.441964,"Mystery, Thriller, Action",0
Before I Go to Sleep,2014,22000000.0,15447154.0,92.0,6.2,672.0,14.921298,"Mystery, Thriller",0
Atlas Shrugged Part III: Who is John Galt?,2014,5000000.0,846704.0,99.0,3.9,15.0,1.845554,"Drama, Science Fiction, Mystery",0
Into the Storm,2014,50000000.0,160602194.0,89.0,5.8,829.0,9.092925,"Action, Thriller",1
Third Person,2013,28000000.0,1749201.0,137.0,5.8,218.0,8.808328,"Drama, Romance",0
Honeymoon,2014,1000000.0,9318.0,87.0,5.4,261.0,6.107378,Horror,0
The Drop,2014,12600000.0,19054534.0,106.0,6.7,859.0,11.695036,"Drama, Crime",1
The Maze Runner,2014,34000000.0,348319861.0,113.0,7.0,5540.0,76.93789,"Action, Mystery, Science Fiction, Thriller",1
No Good Deed,2014,13200000.0,53830415.0,83.0,5.6,182.0,24.644321,"Crime, Thriller",1
Camp X-Ray,2014,1000000.0,59744.0,117.0,6.7,395.0,11.153327,Drama,0
A Walk Among the Tombstones,2014,28000000.0,53181600.0,113.0,6.2,1145.0,14.914924,"Crime, Drama, Mystery, Thriller",1
My Old Lady,2014,5000000.0,7527232.0,107.0,6.1,100.0,11.127162,"Romance, Comedy, Drama",1
CBGB,2013,5000000.0,40400.0,101.0,6.5,45.0,3.711772,"Drama, Music",0
The Homesman,2014,16000000.0,3442853.0,122.0,6.4,262.0,7.375146,"Western, Drama",0
The November Man,2014,15000000.0,32556119.0,108.0,6.0,645.0,13.310556,"Crime, Action, Thriller",1
The Boxtrolls,2014,60000000.0,108255770.0,97.0,6.6,689.0,11.563909,"Animation, Comedy, Family, Fantasy",1
The Tale of the Princess Kaguya,2013,49300000.0,24186232.0,137.0,8.0,350.0,7.566053,"Animation, Drama, Fantasy",0
This Is Where I Leave You,2014,19800000.0,41296320.0,103.0,6.5,512.0,11.313659,"Drama, Comedy",1
American Sniper,2014,58800000.0,542307423.0,133.0,7.4,4600.0,19.228561,"War, Action",1
Tusk,2014,2800000.0,1826705.0,102.0,5.1,374.0,6.820925,"Comedy, Horror",0
Annabelle,2014,6500000.0,255273813.0,99.0,5.5,1588.0,23.242452,Horror,1
Dracula Untold,2014,70000000.0,215529201.0,92.0,6.2,2439.0,16.316318,"Horror, Action, Drama, Fantasy, War",1
The Prince,2014,18000000.0,266586800.0,93.0,4.6,218.0,16.219485,"Thriller, Action",1
The Adventurer: The Curse of the Midas Box,2013,25000000.0,6399.0,99.0,5.1,74.0,5.955203,"Fantasy, Adventure, Family",0
Predestination,2014,5500000.0,3000000.0,97.0,7.3,1971.0,10.524204,"Science Fiction, Thriller",0
The Best of Me,2014,26000000.0,35926213.0,117.0,7.2,777.0,8.196975,"Drama, Romance",1
John Wick,2014,20000000.0,88761661.0,101.0,7.0,5499.0,183.870374,"Action, Thriller",1
The Judge,2014,50000000.0,83719388.0,141.0,7.2,1433.0,17.887943,Drama,1
Fury,2014,68000000.0,211817906.0,135.0,7.4,4028.0,36.713807,"War, Drama, Action",1
The Salvation,2014,10500000.0,42070000.0,100.0,6.2,285.0,8.253705,"Drama, Western",1
St. Vincent,2014,13000000.0,54837234.0,102.0,7.1,770.0,13.655752,Comedy,1
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,28000000.0,100654149.0,81.0,6.1,502.0,7.861004,"Family, Comedy",1
Left Behind,2014,16000000.0,19682924.0,110.0,3.7,396.0,11.519053,"Thriller, Action, Science Fiction",1
Ouija,2014,5000000.0,103590271.0,89.0,4.9,1006.0,13.288564,Horror,1
Nightcrawler,2014,8500000.0,38697217.0,117.0,7.6,3475.0,21.277073,"Crime, Drama, Thriller",1
Felix The Cat: The Movie,1988,9000000.0,1964253.0,82.0,3.7,5.0,0.030576,"Animation, Family",0
Big Hero 6,2014,165000000.0,652105443.0,102.0,7.8,6289.0,213.849907,"Adventure, Family, Animation, Action, Comedy",1
Marshland,2014,4000000.0,5169755.0,105.0,7.1,255.0,11.127717,"Mystery, Thriller",1
The Book of Life,2014,50000000.0,97437106.0,95.0,7.3,778.0,10.337994,"Romance, Animation, Adventure, Comedy, Family, Fantasy",1
Ex Machina,2015,15000000.0,36869414.0,108.0,7.6,4862.0,14.14078,"Drama, Science Fiction",1
Kung Fu Dunk,2008,10000000.0,22896728.0,100.0,5.0,50.0,8.406056,"Action, Adventure, Comedy",1
Paradise: Love,2012,3600000.0,24267.0,120.0,6.7,53.0,4.645724,Drama,0
Foxcatcher,2014,24000000.0,12096300.0,134.0,6.5,965.0,8.10357,"Drama, Thriller",0
Wolf Creek 2,2013,8000000.0,9630444.0,106.0,5.9,156.0,6.842107,"Horror, Thriller",1
Walking With Dinosaurs,2013,80000000.0,126546518.0,87.0,5.2,136.0,8.883866,"Animation, Family, Adventure",1
Remington and the Curse of the Zombadings,2011,22361.0,721651.0,96.0,5.3,5.0,0.673247,"Foreign, Comedy, Horror, Drama",1
Stalingrad,2013,30000000.0,68129518.0,131.0,5.7,93.0,0.595196,"War, Action",1
The Imitation Game,2014,14000000.0,233555708.0,113.0,8.0,5895.0,31.59594,"History, Drama, Thriller, War",1
Inherent Vice,2014,20000000.0,11110975.0,148.0,6.5,852.0,13.52638,"Comedy, Romance, Crime, Drama, Mystery",0
The Hunger Games: Mockingjay - Part 1,2014,125000000.0,752100229.0,123.0,6.6,5767.0,147.098006,"Science Fiction, Adventure, Thriller",1
Exodus: Gods and Kings,2014,140000000.0,268031828.0,150.0,5.6,1957.0,16.320249,"Adventure, Drama, Action",1
Dumb and Dumber To,2014,40000000.0,169837010.0,110.0,5.4,1140.0,15.402597,Comedy,1
Repentance,2014,5000000.0,1189612.0,90.0,5.1,26.0,1.962873,"Horror, Thriller",0
The Theory of Everything,2014,15000000.0,123726688.0,123.0,7.8,3403.0,11.85302,"Drama, Romance",1
"Moscow, Belgium",2008,560000.0,1500000.0,102.0,6.4,11.0,1.572904,"Romance, Drama, Comedy",1
Dolphin Tale 2,2014,36000000.0,52424533.0,107.0,6.7,98.0,8.268684,"Family, Drama",1
When the Game Stands Tall,2014,15000000.0,30127963.0,115.0,6.3,134.0,6.617708,Drama,1
Aashiqui 2,2013,1300000.0,16000000.0,132.0,6.8,41.0,2.831069,"Drama, Romance",1
Ragnarok,2013,6500000.0,3721345.0,120.0,5.7,59.0,11.365247,"Action, Adventure",0
20th Century Boys - Chapter 1: Beginning of the End,2008,20000000.0,31244858.0,142.0,6.7,21.0,1.889519,"Science Fiction, Adventure, Mystery",1
Beyond the Lights,2014,7000000.0,14618727.0,116.0,7.0,139.0,6.293515,"Romance, Drama",1
In the Heart of the Sea,2015,100000000.0,93820758.0,122.0,6.5,1300.0,11.696923,"Thriller, Drama, Adventure, Action, History",0
Jurassic World,2015,150000000.0,1513528810.0,124.0,6.5,8842.0,32.790475,"Action, Adventure, Science Fiction, Thriller",1
My Dear Desperado,2010,800000.0,4214668.0,100.0,6.6,6.0,1.049484,"Romance, Comedy, Drama",1
Horrible Bosses 2,2014,42000000.0,107670357.0,108.0,6.1,1575.0,20.903362,Comedy,1
Lucia,2013,79000.0,170000.0,136.0,6.8,10.0,0.449582,"Fantasy, Romance, Thriller",1
Penguins of Madagascar,2014,132000000.0,373552094.0,92.0,6.5,1375.0,22.201607,"Family, Animation, Adventure, Comedy",1
Black or White,2014,9000000.0,21571189.0,121.0,6.5,119.0,10.763583,Drama,1
The Water Diviner,2014,22500000.0,15520023.0,112.0,6.8,439.0,9.615664,"War, Drama",0
Still Alice,2014,5000000.0,43884652.0,99.0,7.5,1126.0,8.823253,Drama,1
Paddington,2014,55000000.0,259207227.0,95.0,7.0,899.0,15.686837,"Family, Comedy",1
Maze Runner: The Scorch Trials,2015,61000000.0,311256926.0,132.0,6.5,3148.0,41.225769,Action,1
Clouds of Sils Maria,2014,6600000.0,1851517.0,124.0,6.7,267.0,8.151346,Drama,0
Hard to Be a God,2013,7000000.0,1310673.0,170.0,6.7,41.0,5.921772,"Drama, Science Fiction",0
Kill the Messenger,2014,5000000.0,2450846.0,112.0,6.6,359.0,13.524048,"Thriller, Crime, Drama, Mystery",0
The Face of Love,2013,4000000.0,350006.0,92.0,5.9,43.0,2.999052,"Drama, Romance",0
The Hobbit: The Battle of the Five Armies,2014,250000000.0,956019788.0,144.0,7.1,4884.0,31.718977,"Action, Adventure, Fantasy",1
Selma,2014,20000000.0,66787908.0,127.0,7.4,835.0,7.107071,"History, Drama",1
Unbroken,2014,65000000.0,163442937.0,137.0,7.3,1437.0,10.543955,"Drama, War",1
Fat Pizza,2003,400000.0,7888102.0,96.0,5.7,10.0,0.99099,Comedy,1
Khumba,2013,20000000.0,27187375.0,85.0,5.8,74.0,5.219667,"Animation, Adventure, Family",1
A Girl Walks Home Alone at Night,2014,1000000.0,395000.0,99.0,6.9,258.0,6.039895,"Horror, Romance",0
Mommy,2014,4900000.0,3494070.0,138.0,8.2,734.0,14.876086,Drama,0
A Most Violent Year,2014,20000000.0,12007070.0,125.0,6.5,550.0,17.187708,"Crime, Drama, Thriller",0
Wild,2014,15000000.0,52501541.0,115.0,7.0,961.0,11.209154,Drama,1
Big Eyes,2014,10000000.0,28883511.0,105.0,6.8,1236.0,7.412826,Drama,1
Into the Woods,2014,50000000.0,212902372.0,125.0,5.6,1688.0,9.580785,"Fantasy, Comedy, Music",1
The Interview,2014,44000000.0,12342632.0,112.0,6.1,2340.0,14.526049,"Action, Comedy",0
Kingsman: The Secret Service,2015,81000000.0,414351546.0,130.0,7.6,6069.0,28.224212,"Crime, Comedy, Action, Adventure",1
Night at the Museum: Secret of the Tomb,2014,127000000.0,349424282.0,97.0,6.1,1893.0,19.539436,"Adventure, Comedy, Fantasy, Family",1
Madea's Big Happy Family,2011,25000000.0,53213633.0,106.0,6.7,51.0,2.503594,"Comedy, Drama",1
Seventh Son,2014,95000000.0,114178613.0,102.0,5.2,980.0,15.297821,"Adventure, Fantasy",1
Gloss,2007,2500000.0,4684165.0,118.0,3.6,6.0,0.880482,"Comedy, Drama",1
Fishtales,2007,14000000.0,9216.0,94.0,4.0,2.0,0.964715,"Fantasy, Drama, Comedy, Science Fiction, Romance, Family, Foreign",0
Annie,2014,65000000.0,133821816.0,119.0,6.0,472.0,13.275529,"Comedy, Drama, Family",1
PK,2014,13000000.0,120000000.0,153.0,7.7,262.0,12.58752,"Comedy, Drama, Science Fiction",1
Foodfight!,2012,65000000.0,73706.0,87.0,2.3,28.0,6.693589,"Animation, Action, Comedy, Family",0
Drishyam,2013,750000.0,12000000.0,160.0,8.1,23.0,1.908761,"Crime, Thriller",1
Chappie,2015,49000000.0,104399548.0,120.0,6.6,3124.0,30.206365,"Crime, Action, Science Fiction",1
Gimme Shelter,2013,7500000.0,1359910.0,101.0,6.4,90.0,5.636855,Drama,0
Taken 3,2014,48000000.0,325771424.0,109.0,6.1,2225.0,18.081483,"Thriller, Action",1
Blackhat,2015,70000000.0,17752940.0,133.0,5.1,842.0,14.932368,"Crime, Drama, Mystery",0
Terminator Genisys,2015,155000000.0,440603537.0,126.0,5.8,3677.0,30.188198,"Science Fiction, Action, Thriller, Adventure",1
The Woman in Black 2: Angel of Death,2014,1000000.0,26501323.0,90.0,5.0,389.0,6.942139,"Thriller, Horror, Drama",1
Forbidden Kingdom,2014,26000000.0,34592118.0,127.0,4.9,71.0,5.653476,"Thriller, Adventure, Mystery, Fantasy",1
Justin Bieber: Never Say Never,2011,13000000.0,98441954.0,105.0,4.8,156.0,5.892524,"Documentary, Music, Family",1
Nurse 3-D,2013,10.0,10000000.0,99.0,4.9,120.0,5.192042,"Horror, Thriller",1
"Tad, the Lost Explorer",2012,10500000.0,23000000.0,90.0,5.6,136.0,11.003515,"Animation, Comedy, Adventure, Family",1
Nothing Left to Fear,2013,3000000.0,1675381.0,100.0,4.6,59.0,5.317284,Horror,0
It Follows,2015,2000000.0,14674076.0,100.0,6.6,1894.0,20.359336,"Horror, Thriller",1
Highway to Hell,1991,9000000.0,26055.0,94.0,6.1,19.0,1.80809,"Fantasy, Action, Comedy, Science Fiction",0
The Berlin File,2013,9000000.0,48965210.0,120.0,6.5,56.0,7.453745,"Action, Drama, Thriller",1
Tim,1979,600000.0,809000.0,109.0,6.3,17.0,7.165079,"Romance, Drama",1
Solomon and Sheba,1959,5000000.0,12200000.0,139.0,5.4,8.0,1.739898,"Drama, History, Romance, War",1
Peter and Vandy,2009,500000.0,11276.0,78.0,6.5,8.0,0.892007,"Drama, Comedy, Romance",0
Kandahar,2010,7000000.0,15172408.0,103.0,6.4,12.0,1.011029,"Drama, Action",1
Torrente 5: Operación Eurovegas,2014,9272437.0,11672363.0,105.0,5.2,69.0,4.207751,"Action, Comedy",1
Mad Max: Fury Road,2015,150000000.0,378858340.0,120.0,7.3,9629.0,29.36178,"Action, Adventure, Science Fiction, Thriller",1
Insidious: Chapter 3,2015,10000000.0,104303851.0,97.0,6.3,1005.0,10.098792,"Drama, Horror, Thriller",1
Star Wars: The Force Awakens,2015,245000000.0,2068223624.0,136.0,7.5,7993.0,31.626013,"Action, Adventure, Science Fiction, Fantasy",1
Ben-Hur,2016,100000000.0,94061311.0,125.0,5.3,642.0,11.51021,"Adventure, Drama, Action",0
Warcraft,2016,160000000.0,433677183.0,123.0,6.3,2325.0,12.572718,"Action, Adventure, Fantasy",1
Avengers: Age of Ultron,2015,280000000.0,1405403694.0,141.0,7.3,6908.0,37.37942,"Action, Adventure, Science Fiction",1
Pirates of the Caribbean: Dead Men Tell No Tales,2017,230000000.0,794191988.0,129.0,6.6,2814.0,133.82782,"Adventure, Action, Fantasy, Comedy",1
Ant-Man,2015,130000000.0,519311965.0,117.0,7.0,6029.0,26.882388,"Science Fiction, Action, Adventure",1
Fantastic Four,2015,120000000.0,167977596.0,100.0,4.4,2322.0,17.246484,"Action, Adventure, Science Fiction",1
Deadpool,2016,58000000.0,783112979.0,108.0,7.4,11444.0,187.860492,"Action, Adventure, Comedy",1
Guardians of the Galaxy Vol. 2,2017,200000000.0,863416141.0,137.0,7.6,4858.0,185.330992,"Action, Adventure, Comedy, Science Fiction",1
Captain America: Civil War,2016,250000000.0,1153304495.0,147.0,7.1,7462.0,145.882135,"Adventure, Action, Science Fiction",1
Doctor Strange,2016,165000000.0,677718395.0,115.0,7.1,5880.0,43.847654,"Action, Adventure, Fantasy, Science Fiction",1
X-Men: Apocalypse,2016,178000000.0,543934787.0,144.0,6.4,4831.0,28.712522,Science Fiction,1
Sankofa,1993,1000000.0,2691899.0,124.0,6.9,5.0,0.04586,Drama,1
My Way,2012,27563396.0,29193330.0,148.0,6.2,85.0,7.847574,Drama,1
The Derby Stallion,2005,750000.0,4000000.0,98.0,4.7,11.0,1.500013,"Drama, Family",1
Cake,2014,7000000.0,2360281.0,102.0,6.2,371.0,10.197503,Drama,0
The Snow Queen,2012,7000000.0,12400000.0,76.0,5.1,47.0,6.407641,"Animation, Fantasy",1
Hard Contract,1969,4000000.0,1750000.0,106.0,6.7,3.0,0.491227,"Crime, Romance",0
The Gambler,2014,25000000.0,39171130.0,111.0,5.7,550.0,8.728556,"Thriller, Crime, Drama",1
Parrish,1961,1500000.0,4200000.0,138.0,6.0,3.0,1.058213,"Drama, Romance",1
Mortdecai,2015,60000000.0,30418560.0,106.0,5.4,1078.0,10.241861,"Comedy, Adventure",0
Fifty Shades of Grey,2015,40000000.0,571006128.0,125.0,5.2,3350.0,33.068431,"Drama, Romance, Thriller",1
The DUFF,2015,8500000.0,43528634.0,100.0,6.8,1372.0,8.592449,"Romance, Comedy",1
Of Horses and Men,2013,10.0,11.0,85.0,6.9,26.0,2.861451,"Drama, Romance, Comedy",1
Project Almanac,2015,12000000.0,32248241.0,106.0,6.4,953.0,9.363482,"Science Fiction, Thriller",1
Brooklyn,2015,11000000.0,62076141.0,111.0,7.2,1235.0,7.991613,"Drama, Romance",1
A Walk in the Woods,2015,8000000.0,35991087.0,104.0,5.7,266.0,12.019571,"Adventure, Comedy, Drama",1
99 Homes,2014,8000000.0,1411927.0,112.0,6.8,240.0,6.60913,Drama,0
Aloft,2014,8000000.0,53086.0,112.0,5.1,41.0,3.851653,Drama,0
The Bronze,2016,3500000.0,615816.0,108.0,5.5,112.0,5.353826,"Drama, Comedy",0
The D Train,2015,447524.0,771317.0,101.0,4.5,79.0,3.993759,"Drama, Comedy",1
The Diary of a Teenage Girl,2015,2000000.0,1477002.0,98.0,6.8,286.0,14.986654,"Drama, Romance",0
Dope,2015,700000.0,17986781.0,103.0,7.2,698.0,7.948581,"Crime, Drama, Comedy",1
Miss Julie,2014,5500000.0,5000000.0,120.0,5.8,46.0,3.791712,Drama,0
The Loft,2014,14000000.0,10076790.0,108.0,6.4,500.0,14.443362,Thriller,0
Lost River,2015,2000000.0,45431.0,95.0,5.8,228.0,6.640704,"Fantasy, Thriller",0
Battletruck,1982,1000000.0,3000000.0,91.0,4.2,5.0,0.815844,Science Fiction,1
Italiano medio,2015,1816720.0,4541800.0,90.0,6.0,142.0,3.782108,Comedy,1
The Hateful Eight,2015,44000000.0,155760117.0,167.0,7.6,4405.0,20.328822,"Crime, Drama, Mystery, Western",1
Paper Towns,2015,12000000.0,85512300.0,109.0,6.1,1997.0,9.662731,"Drama, Mystery, Romance",1
The Wedding Ringer,2015,23000000.0,79799880.0,101.0,6.5,632.0,12.21459,Comedy,1
The Boy Next Door,2015,4000000.0,52425855.0,91.0,4.1,1034.0,10.200398,Thriller,1
Crimson Peak,2015,55000000.0,74679822.0,119.0,6.4,1494.0,13.492684,"Mystery, Thriller, Fantasy, Horror, Drama",1
Hot Tub Time Machine 2,2015,14000000.0,12314651.0,93.0,5.0,360.0,6.575393,Comedy,0
Focus,2015,50100000.0,153962963.0,105.0,6.7,2588.0,10.035362,"Romance, Comedy, Crime, Drama",1
The SpongeBob Movie: Sponge Out of Water,2015,74000000.0,311594032.0,93.0,5.7,733.0,12.334689,"Animation, Adventure, Comedy, Family",1
Demonic,2015,3000000.0,3387000.0,83.0,5.0,153.0,9.234943,"Thriller, Horror",1
The Second Best Exotic Marigold Hotel,2015,10000000.0,85978266.0,122.0,6.3,277.0,5.204474,"Drama, Comedy",1
Tracers,2015,11000000.0,593683.0,94.0,5.9,437.0,9.056173,"Action, Crime, Drama",0
Wolf Totem,2015,38000000.0,123205624.0,116.0,6.4,137.0,6.542647,"Adventure, Drama",1
The Lazarus Effect,2015,3300000.0,64110728.0,83.0,5.1,517.0,5.840554,"Thriller, Horror",1
Unfinished Business,2015,35000000.0,14431253.0,91.0,5.0,322.0,10.24952,Comedy,0
Soulless,2012,2800000.0,13218980.0,100.0,5.5,25.0,1.823774,"Comedy, Drama",1
Raanjhanaa,2013,6400000.0,18000000.0,140.0,6.3,34.0,1.856101,"Drama, Romance",1
Run All Night,2015,50000000.0,71561644.0,114.0,6.3,1169.0,16.838145,"Action, Crime, Drama, Mystery, Thriller",1
Stand by Me Doraemon,2014,35000000.0,83061158.0,90.0,7.0,103.0,6.493765,"Fantasy, Animation, Family",1
Cinderella,2015,95000000.0,543514353.0,105.0,6.7,2426.0,19.801128,"Romance, Fantasy, Family, Drama",1
Poltergeist,2015,35000000.0,95437994.0,93.0,5.0,924.0,15.968492,"Horror, Thriller",1
Pan,2015,150000000.0,128388320.0,111.0,5.9,979.0,11.30428,"Adventure, Family, Fantasy",0
While We're Young,2015,10000000.0,7587485.0,97.0,5.8,387.0,9.42755,"Comedy, Drama, Mystery",0
Suite Française,2014,15000000.0,9104716.0,107.0,7.1,284.0,5.02124,"Drama, Romance, War",0
Insurgent,2015,110000000.0,295238201.0,119.0,6.2,3921.0,27.887186,"Adventure, Science Fiction, Thriller",1
Big Game,2014,8500000.0,7500000.0,90.0,5.3,387.0,6.911759,"Action, Adventure, Thriller",0
La vérité si je mens !,1997,4000000.0,29456000.0,100.0,6.3,98.0,5.099557,Comedy,1
Home,2015,135000000.0,368871007.0,94.0,6.8,1539.0,13.422713,"Fantasy, Comedy, Animation, Science Fiction, Family",1
Midnight Special,2016,18000000.0,6212282.0,112.0,6.2,705.0,12.682927,"Adventure, Drama, Science Fiction",0
The Gunman,2015,40000000.0,13644292.0,115.0,5.5,397.0,11.429831,"Action, Drama, Crime",0
